freq,c_dest,purpose,duration,wstatus,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,FOR,PER,N_GE4,ACT_INAC,NR,DE	55812452 	61507424 	59527746 	59226045 	63622591 	65662250 	78083504 	72336280 	25852931 	35960332 	64932398 	77239823 	84633772 
A,FOR,PER,N_GE4,ACT_INAC,NR,DK	4478653 	4690966 b	4707775 	4578488 	4356957 	4594542 	4485200 	6494589 	2381503 	1989407 	3998784 	4265676 	7563493 
A,FOR,PER,N_GE4,ACT_INAC,NR,EE	450621 	498145 	544641 	542907 	522891 	540845 	920082 	779325 	254853 	310118 	579548 	764684 	817268 
A,FOR,PER,N_GE4,ACT_INAC,NR,EL	430545 	479761 	533856 	503889 	505908 	497294 	635678 	682455 	219666 	281128 	716292 	791164 	761799 
A,FOR,PER,N_GE4,ACT_INAC,NR,ES	6270012 	5673113 	5784355 	7660551 b	8256689 	8663224 	9937351 	10082358 	2378722 	3691717 	8663348 	10004156 	11187698 
A,FOR,PER,N_GE4,ACT_INAC,NR,FI	3589222 	3442265 	3670859 	3718771 	3731489 	3854247 	4283282 	5139652 	1271001 	880132 	3858702 	3650363 	3711638 
A,FOR,PER,N_GE4,ACT_INAC,NR,FR	16808518 	17321684 	18807756 	16118966 	16248988 	18153591 	19280508 	19405540 	6204016 	8074997 	16703133 	19868754 	21084253 
A,FOR,PER,N_GE4,ACT_INAC,NR,HR	1119087 	1337637 	999220 	1145902 	570983 	746523 	748594 	830380 	219276 	285659 	546038 	800134 	869741 
A,FOR,PER,N_GE4,ACT_INAC,NR,HU	2149586 	2016523 	2274296 	2619408 	2697093 	2965756 	3581485 	3818126 	1090171 	1395158 	2973684 	3564462 	4076320 
A,FOR,PER,N_GE4,ACT_INAC,NR,IE	3566738 	3457329 	3432357 	3624461 	4005273 	4203772 	4284612 	4898182 	1049197 	1212406 	4565430 	5314578 	7020371 
A,FOR,PER,N_GE4,ACT_INAC,NR,IT	8652902 	7566684 	7159457 b	5985268 	6342519 	6898485 	8681775 	9678433 	2044762 	2840912 	6881426 	6820363 	6910057 
A,FOR,PER,N_GE4,ACT_INAC,NR,LT	950104 	977332 	993544 	1029216 	1072204 	1134947 	1270740 	1320665 	349412 	452470 	1149889 	1268712 	1342032 
A,FOR,PER,N_GE4,ACT_INAC,NR,LU	834852 	860142 	912087 	898692 	939696 	1247283 	1273054 	1222162 	805731 	1080090 	1658184 	1662530 	1709309 
A,FOR,PER,N_GE4,ACT_INAC,NR,LV	614081 	575496 	772473 	620997 	557618 	613513 	659645 	741379 	183593 	282724 	673824 	890933 	916723 
A,FOR,PER,N_GE4,ACT_INAC,NR,ME	: 	: 	: 	: 	298800 	266780 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,ACT_INAC,NR,MK	: 	: 	: 	: 	: 	: 	: 	270539 	57099 	185328 	: 	: 	: 
A,FOR,PER,N_GE4,ACT_INAC,NR,MT	190386 	213653 	232774 b	252911 	261562 	333343 	390966 	414480 	100695 	163947 	375276 	483036 	519195 
A,FOR,PER,N_GE4,ACT_INAC,NR,NL	13225989 	12865450 	12859098 	12655341 	13217950 	14447276 	14890982 	15276775 	5294234 	8375005 	16281063 	17289117 	17334912 
A,FOR,PER,N_GE4,ACT_INAC,NR,NO	: 	4281625 	5183556 	4970994 	4672443 	4968469 	4350498 	: 	: 	1168694 	4715208 	4238029 	4927376 
A,FOR,PER,N_GE4,ACT_INAC,NR,PL	5106662 	6710860 	7877549 b	8329364 	8566599 	8945969 	9586747 	10204048 	4495049 	4922434 	8724483 	10197939 	10874644 
A,FOR,PER,N_GE4,ACT_INAC,NR,PT	676878 	795349 	776030 	861590 	817738 	1100822 	1178090 	1483795 	342103 	517208 	1340012 	1593450 	1842342 
A,FOR,PER,N_GE4,ACT_INAC,NR,RO	685444 	837795 	951013 	894124 	906417 	927029 	1068232 	1353393 	344407 	839174 	1303612 	1678540 	1923871 
A,FOR,PER,N_GE4,ACT_INAC,NR,RS	: 	: 	: 	: 	: 	: 	425132 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,ACT_INAC,NR,SE	: 	: 	5344200 	4986182 	5372175 	13038102 	11355278 	10757455 	2378534 	3211037 	9800368 	: 	11891212 
A,FOR,PER,N_GE4,ACT_INAC,NR,SI	1192932 	1184831 	1141927 	1319510 	1368683 	1290443 	1502708 	1396421 	633772 	1155972 	1757409 	2105371 	2318936 
A,FOR,PER,N_GE4,ACT_INAC,NR,SK	1955466 	1573789 b	1219320 	1749472 	1745471 	2097931 	2528670 	2909859 	477469 	966380 	1890913 	2502908 	2796680 
A,FOR,PER,N_GE4,ACT_INAC,NR,UK	37559384 	39108921 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,EDUC,NR,AL	: 	: 	: 	: 	: 	45378 	: 	56742 	18435 u	: 	: 	: 	: 
A,FOR,PER,N_GE4,EDUC,NR,AT	728993 	736877 	723681 	773366 	878840 	779350 	769240 	793824 	222055 	491207 	1045430 	913488 	1112383 
A,FOR,PER,N_GE4,EDUC,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	653271 	1071139 	1049134 	1273345 
A,FOR,PER,N_GE4,EDUC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	85517 u	94486 	85606 u
A,FOR,PER,N_GE4,EDUC,NR,DK	: 	: 	: 	: 	: 	: 	: 	1290583 	518426 	416232 	750965 	701353 	1750856 
A,FOR,PER,N_GE4,EDUC,NR,EE	63420 u	56512 	53006 	46376 u	45580 u	49081 u	90922 	71502 	: u	24883 u	45329 u	70448 	68895 
A,FOR,PER,N_GE4,EDUC,NR,ES	765253 	702953 	698721 	955054 b	996640 	1340196 	1488163 	1385416 	285755 	568401 	932004 	814183 	1357540 
A,FOR,PER,N_GE4,EDUC,NR,FI	535674 	429222 	554961 	447935 	466684 	388557 	658248 	681506 	162641 u	: u	534620 	497565 	481494 
A,FOR,PER,N_GE4,EDUC,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	451387 	558178 	1346109 	2921142 	2633205 
A,FOR,PER,N_GE4,EDUC,NR,HR	: 	: 	305640 	248384 u	: 	132626 u	: 	168131 	: u	: 	: 	: 	: 
A,FOR,PER,N_GE4,EDUC,NR,LU	95906 	: 	: 	: 	: 	: 	: 	115405 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,EDUC,NR,LV	68456 u	52789 u	128457 u	70304 u	67837 u	55587 u	67282 u	51362 u	: u	: u	56926 u	71266 u	83702 
A,FOR,PER,N_GE4,EDUC,NR,MK	: 	: 	: 	: 	: 	: 	: 	31950 	: u	19788 u	: 	: 	: 
A,FOR,PER,N_GE4,EDUC,NR,MT	: 	: 	: 	29838 	54973 	: 	: 	39705 	7510 u	10610 	23352 	28028 	28147 
A,FOR,PER,N_GE4,EDUC,NR,NL	1386943 	1612044 	1387949 	1386831 	1522993 	2054961 	1787876 	1745115 	568630 	1167143 	2489169 	2433319 	2629954 
A,FOR,PER,N_GE4,EDUC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	203415 
A,FOR,PER,N_GE4,EDUC,NR,PT	74340 	73587 	: 	99716 	97285 	34156 u	146869 	198774 	51875 	63444 	175499 	: u	236894 
A,FOR,PER,N_GE4,EDUC,NR,RO	74060 u	62142 u	64610 u	58374 u	88260 	75678 u	74357 u	86725 	: u	78044 u	121541 	302433 	376127 
A,FOR,PER,N_GE4,EDUC,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,EDUC,NR,SI	242978 	198494 	197760 	233313 	201479 	: 	: 	: 	: 	115061 	222338 	274581 	265573 
A,FOR,PER,N_GE4,EMP,NR,AL	: 	: 	: 	: 	: 	255388 	: 	338500 	75621 	: 	: 	: 	: 
A,FOR,PER,N_GE4,EMP,NR,AT	3448408 	3208097 	3399422 	3374854 	3720785 	3979165 	3939990 	3939360 	1325301 	3145913 	5356878 	5723105 	5749924 
A,FOR,PER,N_GE4,EMP,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	3264486 	5747397 	5796633 	6396036 
A,FOR,PER,N_GE4,EMP,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	64387 u	434142 	518353 	596332 
A,FOR,PER,N_GE4,EMP,NR,DK	: 	: 	: 	: 	: 	: 	: 	3824006 	1401755 	1148149 	2286082 	2649409 	4344385 
A,FOR,PER,N_GE4,EMP,NR,EE	288698 	344983 	369710 	405949 	393810 	403980 	672556 	595518 	203329 	229841 	457762 	570824 	610289 
A,FOR,PER,N_GE4,EMP,NR,ES	3743474 	3355865 	3457042 	4681316 b	5093803 	5166779 	6109875 	6171983 	1428961 	2223865 	5629039 	6688664 	7019036 
A,FOR,PER,N_GE4,EMP,NR,FI	2065291 	2035259 	2242390 	2360630 	2228845 	2392340 	2558688 	3159504 	743878 	587894 	2570911 	2290411 	2238579 
A,FOR,PER,N_GE4,EMP,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	4137126 	4992921 	10106076 	11406782 	13015882 
A,FOR,PER,N_GE4,EMP,NR,HR	: 	: 	358919 	438855 	: 	328097 	: 	398660 	101929 	: 	: 	: 	: 
A,FOR,PER,N_GE4,EMP,NR,LU	510398 	: 	: 	: 	: 	: 	: 	791673 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,EMP,NR,LV	362886 	372120 	444986 	423550 	357280 	457655 	493420 	558833 	118093 u	206258 	487658 	668855 	698006 
A,FOR,PER,N_GE4,EMP,NR,MK	: 	: 	: 	: 	: 	: 	: 	164048 	35751 	121641 	: 	: 	: 
A,FOR,PER,N_GE4,EMP,NR,MT	: 	: 	: 	157620 	172138 	: 	: 	288226 	74414 	127390 	286964 	351966 	389800 
A,FOR,PER,N_GE4,EMP,NR,NL	7710922 	7481922 	7523161 	7225162 	7915580 	8477859 	9182192 	9427582 	3583122 	5339824 	10149213 	10645670 	10364725 
A,FOR,PER,N_GE4,EMP,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3304694 
A,FOR,PER,N_GE4,EMP,NR,PT	389734 	370064 	: 	499890 	473323 	179215 	708070 	929849 	194218 	292941 	857605 	32223 u	1235119 
A,FOR,PER,N_GE4,EMP,NR,RO	506457 	617718 	696546 	670322 	654964 	693850 	839131 	1051140 	283926 	650470 	1025033 	1224765 	1387798 
A,FOR,PER,N_GE4,EMP,NR,RS	: 	: 	: 	: 	: 	: 	187276 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,EMP,NR,SI	644923 	715510 	682892 	757730 	771637 	: 	: 	: 	: 	777700 	1153700 	1351675 	1560083 
A,FOR,PER,N_GE4,INAC_OTH,NR,AL	: 	: 	: 	: 	: 	159148 	: 	165397 	37489 	: 	: 	: 	: 
A,FOR,PER,N_GE4,INAC_OTH,NR,AT	1911177 	1847987 	1709124 	1653071 	1701420 	1714543 	1588534 	1808366 	296151 	743478 	1367867 	2264704 	2386870 
A,FOR,PER,N_GE4,INAC_OTH,NR,BE	5516819 	7012162 	6979832 	6706449 	8052872 	7502786 b	8186624 	9029837 	3931466 	995866 	1931262 	2258058 	2413587 
A,FOR,PER,N_GE4,INAC_OTH,NR,BG	282408 	321345 	376661 	352530 	395159 	518670 	593303 	694531 	115600 	: u	77969 	97531 	93643 
A,FOR,PER,N_GE4,INAC_OTH,NR,CH	7441234 	7635402 	7881241 	8390483 	9029966 	9645337 	9696433 	8650272 	4310924 	4781805 	8076794 	: 	: 
A,FOR,PER,N_GE4,INAC_OTH,NR,CY	789571 	737537 	849916 	758982 	837274 	896055 	933210 	959715 	297516 	312610 	808902 	1092132 	1177057 
A,FOR,PER,N_GE4,INAC_OTH,NR,CZ	4368854 	4193023 	4064463 	4206423 	4276103 	4928299 	5038319 	5102526 	1639489 	2599992 	5254261 	5660910 	5719934 
A,FOR,PER,N_GE4,INAC_OTH,NR,DE	55812452 	61507424 	59527746 	59226045 	63622591 	65662250 	78083504 	72336280 	25852931 	35960332 	64932398 	77239823 	84633772 
A,FOR,PER,N_GE4,INAC_OTH,NR,DK	4478653 	4690966 b	4707775 	4578488 	4356957 	4594542 	4485200 	1288217 	421100 	391345 	862148 	880636 	1436678 
A,FOR,PER,N_GE4,INAC_OTH,NR,EE	82580 u	73909 	97938 	72923 	63123 	68860 	125935 	96477 	25567 u	47570 u	63704 	106415 	105329 
A,FOR,PER,N_GE4,INAC_OTH,NR,EL	430545 	479761 	533856 	503889 	505908 	497294 	635678 	682455 	219666 	281128 	716292 	791164 	761799 
A,FOR,PER,N_GE4,INAC_OTH,NR,ES	1158058 	1099104 	1118953 	1293391 b	1353233 	1426601 	1518262 	1671269 	404501 	500846 	1482624 	1718329 	1980540 
A,FOR,PER,N_GE4,INAC_OTH,NR,FI	902759 	842060 	767527 	779864 	876804 	882123 	958196 	1139228 	295254 	172824 	651283 	749774 	794783 
A,FOR,PER,N_GE4,INAC_OTH,NR,FR	16808518 	17321684 	18807756 	16118966 	16248988 	18153591 	19280508 	19405540 	1573081 	2496649 	5157007 	5380460 	5331663 
A,FOR,PER,N_GE4,INAC_OTH,NR,HR	1119087 	1337637 	198278 	246014 	570983 	188112 	748594 	172731 	52259 	285659 	546038 	800134 	869741 
A,FOR,PER,N_GE4,INAC_OTH,NR,HU	2149586 	2016523 	2274296 	2619408 	2697093 	2965756 	3581485 	3818126 	1090171 	1395158 	2973684 	3564462 	4076320 
A,FOR,PER,N_GE4,INAC_OTH,NR,IE	3566738 	3457329 	3432357 	3624461 	4005273 	4203772 	4284612 	4898182 	1049197 	1212406 	4565430 	5314578 	7020371 
A,FOR,PER,N_GE4,INAC_OTH,NR,IT	8652902 	7566684 	7159457 b	5985268 	6342519 	6898485 	8681775 	9678433 	2044762 	2840912 	6881426 	6820363 	6910057 
A,FOR,PER,N_GE4,INAC_OTH,NR,LT	950104 	977332 	993544 	1029216 	1072204 	1134947 	1270740 	1320665 	349412 	452470 	1149889 	1268712 	1342032 
A,FOR,PER,N_GE4,INAC_OTH,NR,LU	171456 	860142 	912087 	898692 	939696 	1247283 	1273054 	292436 	805731 	1080090 	1658184 	1662530 	1709309 
A,FOR,PER,N_GE4,INAC_OTH,NR,LV	136816 	110079 	138025 	83779 	79663 u	83728 	76231 	88246 	: u	35020 u	103427 	117722 	109015 
A,FOR,PER,N_GE4,INAC_OTH,NR,ME	: 	: 	: 	: 	298800 	266780 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,INAC_OTH,NR,MK	: 	: 	: 	: 	: 	: 	: 	42975 	10843 u	29874 	: 	: 	: 
A,FOR,PER,N_GE4,INAC_OTH,NR,MT	190386 	213653 	232774 b	62606 	31989 	333343 	390966 	82722 	16467 u	23188 	61059 	97586 	95734 
A,FOR,PER,N_GE4,INAC_OTH,NR,NL	3543972 	3136178 	3168290 	3260979 	2963680 	3467506 	3497003 	3702390 	1063306 	1658495 	3455160 	3785988 	3974985 
A,FOR,PER,N_GE4,INAC_OTH,NR,NO	: 	4281625 	5183556 	4970994 	4672443 	4968469 	4350498 	: 	: 	1168694 	4715208 	4238029 	1202237 
A,FOR,PER,N_GE4,INAC_OTH,NR,PL	5106662 	6710860 	7877549 b	8329364 	8566599 	8945969 	9586747 	10204048 	4495049 	4922434 	8724483 	10197939 	10874644 
A,FOR,PER,N_GE4,INAC_OTH,NR,PT	168746 	298273 	776030 	203135 	188714 	859354 	279264 	298923 	70117 	119427 	250025 	1553960 	328233 
A,FOR,PER,N_GE4,INAC_OTH,NR,RO	91506 	146073 	174856 	151285 	154637 	148176 	139378 	211251 	34794 u	107705 	156496 	145111 	159534 
A,FOR,PER,N_GE4,INAC_OTH,NR,RS	: 	: 	: 	: 	: 	: 	84045 u	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,INAC_OTH,NR,SE	: 	: 	5344200 	4986182 	5372175 	13038102 	11355278 	10757455 	2378534 	3211037 	9800368 	: 	11891212 
A,FOR,PER,N_GE4,INAC_OTH,NR,SI	200305 	184641 	218699 	254945 	299125 	1290443 	1502708 	1396421 	633772 	216842 	327777 	407174 	450343 
A,FOR,PER,N_GE4,INAC_OTH,NR,SK	1955466 	1573789 b	1219320 	1749472 	1745471 	2097931 	2528670 	2909859 	477469 	966380 	1890913 	2502908 	2796680 
A,FOR,PER,N_GE4,INAC_OTH,NR,UK	37559384 	39108921 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,UNE,NR,AL	: 	: 	: 	: 	: 	125906 	: 	104965 	23947 	: 	: 	: 	: 
A,FOR,PER,N_GE4,UNE,NR,AT	79604 u	: u	85309 u	75551 u	100611 u	58087 u	77153 u	120463 u	80268 u	88330 u	98164 u	191843 	185814 
A,FOR,PER,N_GE4,UNE,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	142941 	248149 	290337 	275384 
A,FOR,PER,N_GE4,UNE,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,FOR,PER,N_GE4,UNE,NR,DK	: 	: 	: 	: 	: 	: 	: 	91784 u	: u	: u	: u	: u	: u
A,FOR,PER,N_GE4,UNE,NR,EE	: u	22740 u	23987 u	: u	: u	: u	: u	: u	: u	: u	: u	16997 u	32754 u
A,FOR,PER,N_GE4,UNE,NR,ES	603226 	515191 	509639 	730790 b	813013 	729648 	821050 	853690 	259505 	398605 	619682 	782980 	830582 
A,FOR,PER,N_GE4,UNE,NR,FI	85497 u	135723 u	105981 u	130341 u	159156 u	191226 u	108149 u	159415 u	: u	: u	101889 u	112614 u	196781 
A,FOR,PER,N_GE4,UNE,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	160370 u	103504 u
A,FOR,PER,N_GE4,UNE,NR,HR	: 	: 	136383 	212649 	: 	97689 	: 	90858 	41032 u	: 	: 	: 	: 
A,FOR,PER,N_GE4,UNE,NR,LU	57092 	: 	: 	: 	: 	: 	: 	22648 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,UNE,NR,LV	45922 u	40509 u	61004 u	43365 u	52838 u	: u	: u	: u	: u	: u	25813 u	33090 u	26000 u
A,FOR,PER,N_GE4,UNE,NR,MK	: 	: 	: 	: 	: 	: 	: 	31566 	: u	14025 u	: 	: 	: 
A,FOR,PER,N_GE4,UNE,NR,MT	: 	: 	: 	: u	: u	: 	: 	: u	: u	: u	: u	5456 u	5513 u
A,FOR,PER,N_GE4,UNE,NR,NL	584153 	635306 	779699 	782369 	815698 	446950 	423910 	401688 	79176 u	209543 	187521 	424140 	365247 
A,FOR,PER,N_GE4,UNE,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	217029 u
A,FOR,PER,N_GE4,UNE,NR,PT	44058 u	53425 u	: 	58849 	58416 	28097 u	43887 	56250 	25893 u	41395 	56883 	: u	42096 
A,FOR,PER,N_GE4,UNE,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,PER,N_GE4,UNE,NR,RS	: 	: 	: 	: 	: 	: 	90905 u	: 	: 	: 	: 	: 	: 
A,FOR,PER,N_GE4,UNE,NR,SI	104726 	86187 	42575 u	73522 	96441 	: 	: 	: 	: 	46369 u	53593 u	71941 	42936 u
A,FOR,PROF,N1-3,ACT_INAC,NR,AL	: 	: 	: 	: 	: 	44888 	: 	16077 u	: u	: 	: 	: 	: 
A,FOR,PROF,N1-3,ACT_INAC,NR,AT	1355397 	1501111 	1427719 	1288054 	1252389 	1248159 	919107 	1236648 	425517 	603476 	1086427 	1100906 	1185342 
A,FOR,PROF,N1-3,ACT_INAC,NR,BE	856356 	611770 	540422 	612278 	824305 	759409 b	673153 	773171 	282934 	213427 	589929 	770727 	712607 
A,FOR,PROF,N1-3,ACT_INAC,NR,BG	: u	36446 u	: u	: u	36170 u	: u	: u	39065 u	: u	: u	: u	: u	38472 u
A,FOR,PROF,N1-3,ACT_INAC,NR,CH	1061038 	447555 u	705951 	465423 	566171 	699082 	620460 	682499 	: u	: u	268840 u	: 	: 
A,FOR,PROF,N1-3,ACT_INAC,NR,CY	118135 	86129 	81887 	92801 	119674 	142557 	120958 	165036 	40538 u	: u	86900 	110808 	125141 
A,FOR,PROF,N1-3,ACT_INAC,NR,CZ	361147 	343207 	254563 	229898 	367089 	291311 	335337 	366068 	124220 u	: u	143691 u	309326 	184777 u
A,FOR,PROF,N1-3,ACT_INAC,NR,DE	7427710 	5766514 	4762076 	5669403 	5194156 	6318331 	6181602 	5018467 	2128031 	1247376 	3265338 	4483467 	5362922 
A,FOR,PROF,N1-3,ACT_INAC,NR,DK	1180170 	705325 b	722811 	1050973 	772724 	623867 	1075726 	849262 	: u	160763 u	321096 	449514 	570282 
A,FOR,PROF,N1-3,ACT_INAC,NR,EE	160934 	162253 	237248 	177307 	271530 	197189 	355086 	249030 	54510 u	69951 	89056 	168223 	176647 
A,FOR,PROF,N1-3,ACT_INAC,NR,EL	26264 u	44304 	30709 u	42188 	22716 u	35060 	33522 u	45524 	23785 u	: u	26695 u	40571 u	62768 
A,FOR,PROF,N1-3,ACT_INAC,NR,ES	918786 	823733 	734253 	767138 b	870588 	918260 	1062904 	1123321 	169351 	326450 	645564 	876975 	951027 
A,FOR,PROF,N1-3,ACT_INAC,NR,FI	1321071 	1083347 	1216165 	1082715 	1253288 	1218265 	1380653 	942322 	138792 u	143145 u	360206 	704945 	596927 
A,FOR,PROF,N1-3,ACT_INAC,NR,FR	1728381 	1802616 	1892088 	1627636 	1472239 	2589787 	2157428 	2315361 	1483044 	1181843 	2285791 	1946072 	4204035 
A,FOR,PROF,N1-3,ACT_INAC,NR,HR	302705 	299585 	449809 	337945 	286255 	239305 	267402 	274757 	35414 u	52168 u	100353 	199328 	158158 
A,FOR,PROF,N1-3,ACT_INAC,NR,HU	337077 	322833 	297021 	317420 	321354 	299663 	339964 	370192 	208575 	197767 	313711 	322985 	359264 
A,FOR,PROF,N1-3,ACT_INAC,NR,IE	386589 	449042 	466769 	538627 	536755 	485895 	586916 	552469 	131171 	114223 u	338781 	500395 	649124 
A,FOR,PROF,N1-3,ACT_INAC,NR,IT	1047935 	845671 	1024923 bu	773580 u	725716 u	612188 u	1228084 	947356 	: u	: u	294340 u	446470 u	306762 u
A,FOR,PROF,N1-3,ACT_INAC,NR,LT	155580 	163892 	182878 	192686 	203304 	215683 	235469 	249092 	81396 	92219 	152722 	183934 	192093 
A,FOR,PROF,N1-3,ACT_INAC,NR,LU	193805 	199615 	220199 	188038 	152288 	288264 	368665 	363264 	126167 	105763 	193712 	278183 	276853 
A,FOR,PROF,N1-3,ACT_INAC,NR,LV	147963 	153918 	106571 	102728 	123722 	87966 u	100727 	121205 	: u	32400 u	76712 	126268 	144954 
A,FOR,PROF,N1-3,ACT_INAC,NR,ME	: 	: 	: 	: 	90191 	54720 u	: 	: 	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,ACT_INAC,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: 
A,FOR,PROF,N1-3,ACT_INAC,NR,MT	28730 	28899 	35101 b	38900 	34302 	66910 	65116 	66853 	32797 	30806 	26990 	57314 	52225 
A,FOR,PROF,N1-3,ACT_INAC,NR,NL	793466 	688156 	808152 	966907 	893845 	1673532 	1540493 	1803053 	780383 	441553 	1038523 	1099854 	1009849 
A,FOR,PROF,N1-3,ACT_INAC,NR,NO	: 	917938 	1161488 	1040589 	1058079 	768162 	1125244 	: 	: 	159888 u	609275 	631241 	772530 
A,FOR,PROF,N1-3,ACT_INAC,NR,PL	1457602 	676372 	313941 b	315986 	371843 	450647 	534206 	545530 	256943 	323885 	480625 	654781 	657631 
A,FOR,PROF,N1-3,ACT_INAC,NR,PT	207397 	126787 	248141 	224980 	208953 	226696 	258106 	343716 	105856 	83835 	182638 	200568 	172311 
A,FOR,PROF,N1-3,ACT_INAC,NR,RO	: 	: 	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 	: u
A,FOR,PROF,N1-3,ACT_INAC,NR,RS	: 	: 	: 	: 	: 	: 	84943 u	: 	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,ACT_INAC,NR,SE	: 	: 	501124 	397570 	367765 u	2359863 	2103602 	2425767 	518126 	739805 	1486812 	: 	1564655 
A,FOR,PROF,N1-3,ACT_INAC,NR,SI	267918 	219736 	296456 	317316 	265083 	327161 	344954 	333035 	52434 u	118434 	166950 	296082 	309570 
A,FOR,PROF,N1-3,ACT_INAC,NR,SK	164105 u	: u	: u	: u	: u	620882 u	515904 u	618319 u	: u	135640 u	175633 u	315210 	315728 
A,FOR,PROF,N1-3,ACT_INAC,NR,UK	3184486 	3124013 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,EDUC,NR,AL	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,EDUC,NR,AT	: u	: u	58370 u	: u	: u	: u	: u	: u	: u	: u	: u	58295 u	53315 u
A,FOR,PROF,N1-3,EDUC,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,FOR,PROF,N1-3,EDUC,NR,DK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u	: u
A,FOR,PROF,N1-3,EDUC,NR,EE	: 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,FOR,PROF,N1-3,EDUC,NR,ES	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,FOR,PROF,N1-3,EDUC,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u
A,FOR,PROF,N1-3,EDUC,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	187971 u	: u	206382 u
A,FOR,PROF,N1-3,EDUC,NR,HR	: 	: 	: u	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,EDUC,NR,LU	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,EDUC,NR,MT	: 	: 	: 	: u	: 	: 	: 	: u	: u	: 	: u	: u	: u
A,FOR,PROF,N1-3,EDUC,NR,NL	: u	: u	: u	: u	: u	46912 u	92819 u	: u	: u	: u	: u	: u	: u
A,FOR,PROF,N1-3,EDUC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,FOR,PROF,N1-3,EDUC,NR,PT	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	11829 u
A,FOR,PROF,N1-3,EDUC,NR,SI	21966 u	20279 u	: u	13201 u	15721 u	: 	: 	: 	: 	: u	19245 u	47162 u	43065 u
A,FOR,PROF,N1-3,EMP,NR,AL	: 	: 	: 	: 	: 	38761 	: 	12794 u	: u	: 	: 	: 	: 
A,FOR,PROF,N1-3,EMP,NR,AT	1250379 	1395436 	1317435 	1167086 	1154099 	1133321 	860691 	1148365 	408974 	571355 	996901 	1002332 	1100182 
A,FOR,PROF,N1-3,EMP,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	191213 	533911 	691184 	669151 
A,FOR,PROF,N1-3,EMP,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	38472 u
A,FOR,PROF,N1-3,EMP,NR,DK	: 	: 	: 	: 	: 	: 	: 	758735 	: u	109990 u	258020 	414934 	481033 
