freq,duration,purpose,c_dest,wstatus,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,ME	: 	: 	: 	: 	862491 	832273 u	: 	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,MT	309353 	365907 	400459 b	378564 	212174 	338407 	407160 	369704 	241546 	297264 	327238 	388239 	469021 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,NL	3814867 	4714982 	4422311 	4132482 	5026922 	7363211 	5390008 	7195710 	3809685 	2960730 	6315952 	9158045 	8296838 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,NO	: 	8140480 	10713396 	7166243 	7570012 	7149156 	8894242 	: 	: 	8211603 	10724813 	9048387 	9188183 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,PL	27392951 	30588203 	9564727 b	10925450 	10461192 	12297177 	12961486 	13484161 	8758580 	11647119 	15461402 	12832051 	12421768 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,PT	3887129 	5450874 	3702236 	5120181 	3951254 	3688319 	5187253 	5198558 	2614532 	2866355 	4664582 	4560130 	3459783 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,RO	4779807 	4855798 	4652753 	5126376 	3926066 	4567908 	4464138 	4902367 	1526297 	2765727 	2864705 	2786267 	2893481 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,RS	: 	: 	: 	: 	: 	: 	767713 u	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,SE	: 	: 	7847751 	5370603 	7453808 	20019511 	15809819 	12434001 	8442953 	9792497 	17540478 	: 	9968321 u
A,N_GE4,PROF,WORLD,ACT_INAC,NR,SI	969235 	1050092 	959057 	1113116 	1026274 	780522 	1251653 	902196 	224337 u	1266133 	1464601 	1620245 	1083261 
A,N_GE4,PROF,WORLD,ACT_INAC,NR,SK	1406094 u	3179644 bu	: u	: u	: u	: u	2335151 u	2738753 u	: u	467758 u	1177233 u	1168335 u	1843212 u
A,N_GE4,PROF,WORLD,ACT_INAC,NR,UK	53842646 	50821931 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,EDUC,NR,AL	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,EDUC,NR,AT	1431409 u	662322 u	1310295 u	1960184 	1176678 u	1558486 u	761040 u	1168628 u	787986 u	641108 u	2298575 u	1651140 	1985363 
A,N_GE4,PROF,WORLD,EDUC,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	925211 u	733097 u	: u
A,N_GE4,PROF,WORLD,EDUC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,N_GE4,PROF,WORLD,EDUC,NR,DK	: 	: 	: 	: 	: 	: 	: 	1563985 u	: 	: u	2187797 u	1811253 u	1182525 u
A,N_GE4,PROF,WORLD,EDUC,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N_GE4,PROF,WORLD,EDUC,NR,ES	: u	275408 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N_GE4,PROF,WORLD,EDUC,NR,FI	1676439 u	: u	: u	: u	: u	1880470 u	665085 u	: u	2122466 u	: u	: u	: u	520278 u
A,N_GE4,PROF,WORLD,EDUC,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	6486783 	4199695 	3780611 	4569384 	11724156 
A,N_GE4,PROF,WORLD,EDUC,NR,HR	: 	: 	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,EDUC,NR,HU	: 	: 	: 	: u	: u	: 	: 	: u	: 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,EDUC,NR,LV	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,EDUC,NR,MT	: 	: 	: 	: u	: 	: 	: 	: u	: u	: u	: u	: u	: u
A,N_GE4,PROF,WORLD,EDUC,NR,NL	: u	: u	: u	: u	: u	704599 u	517454 u	: u	: u	: u	: u	: u	: u
A,N_GE4,PROF,WORLD,EDUC,NR,PT	586564 u	598259 	: 	788370 	631880 	: u	767740 	536887 	394588 u	260642 u	956294 	: u	658505 
A,N_GE4,PROF,WORLD,EDUC,NR,RO	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,N_GE4,PROF,WORLD,EDUC,NR,SI	150970 u	191541 u	: u	: u	: u	: 	: 	: 	: 	390456 u	441421 u	369388 u	128970 u
A,N_GE4,PROF,WORLD,EMP,NR,AL	: 	: 	: 	: 	: 	3577601 	: 	2078837 	: u	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,EMP,NR,AT	5285210 	5129776 	6389961 	6195526 	5471018 	4558166 	4634482 	5456832 	3701034 	4304634 	5927068 	7238911 	7050434 
A,N_GE4,PROF,WORLD,EMP,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	3006625 	3501566 	2819536 	3884526 
A,N_GE4,PROF,WORLD,EMP,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	298940 u	390984 u	281085 u
A,N_GE4,PROF,WORLD,EMP,NR,DK	: 	: 	: 	: 	: 	: 	: 	5927953 	: u	2683195 u	2657858 	4305577 	2463582 
A,N_GE4,PROF,WORLD,EMP,NR,EE	661965 	1321890 	1399770 	2067538 	1740995 	1605132 	1231851 	1237729 	1518595 	1153483 	770842 	2002546 	1384421 
A,N_GE4,PROF,WORLD,EMP,NR,ES	37117015 	29394574 	28045828 	11332173 b	15575911 	13352308 	13730876 	13224380 	6651734 	8261114 	11397195 	13862175 	14898693 
A,N_GE4,PROF,WORLD,EMP,NR,FI	7514287 	4667215 	5398419 	5350780 	7604781 	5765954 	6338641 	9092173 	4826539 	3781340 	7082585 	6148007 	6079812 
A,N_GE4,PROF,WORLD,EMP,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	20580249 	23926346 	29548152 	23685880 	31598525 
A,N_GE4,PROF,WORLD,EMP,NR,HR	: 	: 	4134077 	1955401 	: 	3489725 	: 	2578592 	550395 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,EMP,NR,HU	: 	: 	: 	133696 u	222385 u	91559 u	87262 u	: u	: u	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,EMP,NR,LU	581295 	: 	: 	: 	: 	: 	: 	1075523 	: 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,EMP,NR,LV	1218327 	1459138 	524184 u	525472 u	680976 u	705515 u	909143 	1578921 u	459453 u	823313 	584699 	1288326 	1279395 
A,N_GE4,PROF,WORLD,EMP,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: 
A,N_GE4,PROF,WORLD,EMP,NR,MT	: 	: 	: 	363275 	210723 	: 	: 	323212 	216541 	251432 	299331 	305623 	424753 
A,N_GE4,PROF,WORLD,EMP,NR,NL	2916566 	3468128 	4026438 	3373093 	4251139 	6150025 	4552808 	5873963 	2754960 	2359593 	5949530 	8439525 	6602312 
A,N_GE4,PROF,WORLD,EMP,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8598996 
A,N_GE4,PROF,WORLD,EMP,NR,PT	2139884 	3256636 	: 	3329777 	2500177 	1152254 	3603752 	3518518 	1589834 	2146499 	3080455 	: u	2486566 
A,N_GE4,PROF,WORLD,EMP,NR,RO	842613 	1094454 	964123 	1071058 	789053 	1022984 	1056444 	1430526 	538108 	864281 	578813 	698421 	651234 
A,N_GE4,PROF,WORLD,EMP,NR,RS	: 	: 	: 	: 	: 	: 	541277 u	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,EMP,NR,SI	762395 	820499 	920947 	786453 	841327 	: 	: 	: 	: 	831953 	971052 	1171896 	917074 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,AL	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,AT	545829 u	600476 u	548344 u	387233 u	285484 u	479156 u	313197 u	350974 u	: u	: u	: u	: u	653424 u
A,N_GE4,PROF,WORLD,INAC_OTH,NR,BE	14415982 	4215144 	3521603 	3918450 	4898245 	3679858 b	5321297 	4889677 	4089073 	: u	: u	: u	: u
A,N_GE4,PROF,WORLD,INAC_OTH,NR,BG	631098 u	845546 	291169 u	456720 u	596926 u	425996 u	597116 u	425268 u	: u	: u	: 	: 	: 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,CH	3721383 u	3129346 u	4197837 	3764283 	3134547 	3098885 	2851658 	5401135 	3283000 u	4109206 u	1392004 u	: 	: 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,CY	2222519 	944037 	1497462 	1180519 	933786 	1173014 	808965 	910917 	269663 u	448955 u	560111 	902473 	718174 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,CZ	2301899 	2148799 	1934307 	1960741 	1459266 	2004401 	1911732 	2270778 	730616 u	1047700 u	1313487 u	991901 u	1543368 u
A,N_GE4,PROF,WORLD,INAC_OTH,NR,DE	82299161 	82113428 	94396451 	75790935 	93847205 	86483350 	82935259 	86451243 	32760299 	76101498 	69751774 	67275638 	71636079 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,DK	6056437 	6717647 b	3975317 	6641086 	3740646 	6953578 	6393233 	: u	: u	: u	: u	: u	: u
A,N_GE4,PROF,WORLD,INAC_OTH,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N_GE4,PROF,WORLD,INAC_OTH,NR,EL	2855298 	2753016 	3334402 	2001103 	2918604 	1825133 	1104987 	1722811 	668112 	813457 	1058537 	665874 	604803 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,ES	417891 u	423662 	: u	: u	: u	: u	996277 u	: u	: u	: u	308426 u	: u	: u
A,N_GE4,PROF,WORLD,INAC_OTH,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N_GE4,PROF,WORLD,INAC_OTH,NR,FR	51781081 	49543428 	47227252 	34251793 	35259347 	48923580 	46209160 	44240880 	3257823 u	1355025 u	2194011 u	3241407 	1813635 u
A,N_GE4,PROF,WORLD,INAC_OTH,NR,HR	3437189 	6044964 	: u	: u	2709392 	: u	3444013 	: u	: u	1480375 	1453487 	2100420 	1116073 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,HU	2375530 	953539 	1097014 	1079109 	1148188 	1016706 	599633 	1083419 	583515 	1071562 	1548925 	1847347 	2289810 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,IE	1663019 	1646384 	2305681 	1994739 	3214740 	1975077 	2112124 	2492046 	993148 	596444 u	1751140 	1966560 	2456947 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,IT	16397882 	7334172 	16182602 b	15169415 	15770414 	12930674 	24819742 	16967808 	5972310 	11198464 	9630910 	10946288 	9359635 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,LT	1730626 	1500390 	1526815 	1679920 	1749051 	1830832 	1992540 	1974240 	772376 	1180230 	2527508 	2928276 	3399198 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,LU	: u	566501 	612660 	437611 	325477 	1125120 	877986 	: 	754701 	1138379 	978881 	1503580 	1370221 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,LV	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,ME	: 	: 	: 	: 	862491 	832273 u	: 	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,MT	309353 	365907 	400459 b	: u	: u	338407 	407160 	: u	: 	: u	: u	: u	: u
A,N_GE4,PROF,WORLD,INAC_OTH,NR,NL	: u	: u	: u	: u	: u	: u	: u	: u	: u	313331 u	283014 u	352246 u	563379 u
A,N_GE4,PROF,WORLD,INAC_OTH,NR,NO	: 	8140480 	10713396 	7166243 	7570012 	7149156 	8894242 	: 	: 	8211603 	10724813 	9048387 	573428 u
A,N_GE4,PROF,WORLD,INAC_OTH,NR,PL	27392951 	30588203 	9564727 b	10925450 	10461192 	12297177 	12961486 	13484161 	8758580 	11647119 	15461402 	12832051 	12421768 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,PT	582331 	1124120 	3702236 	485935 	497936 	2399537 	658730 	869715 	270833 u	257052 	466728 	4501075 	200758 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,RO	3927954 	3711842 	3655630 	3988377 	3128993 	3537564 	3399128 	3448165 	976641 	1882927 	2285892 	2087847 	2236064 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,INAC_OTH,NR,SE	: 	: 	7847751 	5370603 	7453808 	20019511 	15809819 	12434001 	8442953 	9792497 	17540478 	: 	9968321 u
A,N_GE4,PROF,WORLD,INAC_OTH,NR,SI	: u	: u	: u	: u	: u	780522 	1251653 	902196 	224337 u	: u	: u	: u	: u
A,N_GE4,PROF,WORLD,INAC_OTH,NR,SK	1406094 u	3179644 bu	: u	: u	: u	: u	2335151 u	2738753 u	: u	467758 u	1177233 u	1168335 u	1843212 u
A,N_GE4,PROF,WORLD,INAC_OTH,NR,UK	53842646 	50821931 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,UNE,NR,AL	: 	: 	: 	: 	: 	572083 u	: 	: u	: u	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,UNE,NR,AT	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N_GE4,PROF,WORLD,UNE,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,N_GE4,PROF,WORLD,UNE,NR,DK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 
A,N_GE4,PROF,WORLD,UNE,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N_GE4,PROF,WORLD,UNE,NR,ES	1218850 	854203 	1029108 	1687617 bu	1955384 u	1572325 u	721212 u	710201 u	: u	: u	: u	678184 u	: u
A,N_GE4,PROF,WORLD,UNE,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N_GE4,PROF,WORLD,UNE,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N_GE4,PROF,WORLD,UNE,NR,HR	: 	: 	3253513 u	: u	: 	: u	: 	: u	: u	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,UNE,NR,HU	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,UNE,NR,LU	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,UNE,NR,LV	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,UNE,NR,MT	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,UNE,NR,NL	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: 	: u
A,N_GE4,PROF,WORLD,UNE,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,N_GE4,PROF,WORLD,UNE,NR,PT	578350 u	471858 u	: 	516098 u	321262 u	: u	: u	273438 u	359276 u	: u	: u	: 	: u
A,N_GE4,PROF,WORLD,UNE,NR,RO	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 	: 	: 	: u
A,N_GE4,PROF,WORLD,UNE,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,N_GE4,PROF,WORLD,UNE,NR,SI	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: u	: u	: 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,AL	: 	: 	: 	: 	: 	9034743 	: 	11593572 	8854141 	: 	: 	: 	: 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,AT	23382473 	23986680 	21654449 	22043590 	23773651 	22516731 	24605006 	23152187 	23091346 	20876547 	23314673 	26269809 	27089645 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,BE	8334674 	7789157 	6187441 	6451219 	8447969 	5922814 b	9930203 	8024369 	8562235 	12215557 	8692667 	8505244 	10577554 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,BG	7887161 	10861750 	8160119 	6994755 	8472406 	11742103 	11237459 	9942095 	7266795 	7588058 	8551930 	10214982 	9932683 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,CH	17182287 	17987159 	18870009 	14587415 	17350839 	18999257 	18790394 	17984699 	25041647 	21059100 	19484600 	: 	: 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,CY	2490326 	3075236 	2849502 	1485069 	1889653 	1750175 	1562717 	1719169 	2204299 	2024854 	2055285 	2069140 	2490319 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,CZ	57602822 	56435086 	59562978 	54537182 	62616050 	61108489 	56807616 	64218249 	60593332 	61419030 	57139217 	50712149 	47899722 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,DE	352377482 	350537049 	369313362 	396402908 	378877318 	350766949 	380155598 	375422654 	324679291 	354614253 	363502805 	341434027 	374683544 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,DK	22347152 	24271467 b	27517577 	33822440 	22948126 	24165999 	24988025 	34817647 	31460720 	24054695 	19134412 	17768489 	24011706 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,EE	2224565 	1213176 	1567511 	2074858 	1982791 	2072727 	1773317 	1820431 	1424678 	2094358 	1592853 	2459575 	2295130 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,EL	42002220 	46873983 	52199816 	46877890 	45798033 	51523927 	56640377 	51615984 	50590087 	53179300 	55767248 	53212618 	57310716 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,ES	375378055 	389064924 	359103852 	308336324 b	331672123 	331729071 	317937148 	328340049 	258843715 	303104827 	324992616 	334859404 	338269035 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,FI	36962246 	38318226 	37110479 	36273238 	37818664 	36404335 	36764483 	39268061 	59833731 	63480953 	54996138 	47183749 	48493442 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,FR	821921637 	827339667 	821210355 	735312936 	717074567 	702536977 	713826823 	664656612 	613433773 	658177457 	660259862 	663896104 	650449445 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,HR	21640353 	22892601 	21669598 	20038721 	15075763 	16871446 	14282299 	16912935 	12657059 	15844195 	16289361 	17598315 	16549274 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,HU	25151127 	21113144 	20728223 	19115184 	18296815 	17531198 	19438188 	19348963 	14550401 	14746639 	14683765 	16816410 	15555412 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,IE	8560196 	8404705 	8813155 	7865218 	8075434 	8169269 	8828707 	9182967 	9457959 	7386582 	10944538 	9024890 	11150611 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,IT	233086301 	208654865 	173845069 b	163383505 	179710913 	189296238 	200680405 	190968310 	138069023 	176448162 	179293597 	163234686 	159038791 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,LT	3036681 	3438876 	3068968 	3241995 	3224506 	3243627 	3336930 	3250435 	2490595 	2799821 	2547911 	2889821 	3565172 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,LU	: u	43452 u	: u	75227 u	: u	110338 u	93523 u	51490 u	228139 	421013 	622357 	478088 	421446 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,LV	3201330 	2930407 	4253001 	2533566 	3053424 	3059958 	1873521 	2418754 	2463262 	3250156 	3286918 	3029543 	2768570 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,ME	: 	: 	: 	: 	2883230 	2520992 	: 	: 	: 	: 	: 	: 	: 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,MK	: 	: 	: 	: 	: 	: 	: 	574576 	391279 	485549 	: 	: 	: 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,MT	262479 u	139713 u	165398 b	199188 	305759 	283033 	236753 	223299 	450263 	444351 	379466 	378367 	432812 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,NL	73151717 	66287992 	62522596 	64680339 	68390191 	69382432 	69821210 	71896615 	69499441 	80659074 	58775877 	60519600 	50150103 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,NO	: 	27232720 	33761667 	27440440 	30193025 	30719123 	33722375 	: 	: 	52107123 	48709470 	46710602 	44734785 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,PL	143743754 	139687042 	134120682 b	141054408 	152439957 	159373296 	166778869 	173050138 	138123076 	166260810 	179656790 	172005495 	171258413 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,PT	33123247 	44441277 	33808016 	35115895 	33687920 	37021862 	36930062 	41670889 	41580217 	44863005 	41047240 	41193868 	38996507 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,RO	44083165 	42969811 	39829979 	36632960 	35761844 	37456065 	38154082 	41442879 	24994011 	35778988 	34212568 	38592880 	41367767 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,RS	: 	: 	: 	: 	: 	: 	3517566 	: 	: 	: 	: 	: 	: 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,SE	: 	: 	54826591 	64210586 	65394690 	85867585 	71603277 	74413795 	89273425 	98441627 	116567924 	: 	104786839 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,SI	2438368 	2341865 	2070860 	2222447 	2471266 	2207860 	2213016 	2289518 	2258042 	4164826 	3156054 	3248007 	2945379 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,SK	13017854 	9145620 b	10222480 	11819752 	14051538 	12296251 	14739018 	18458402 	9444983 	9504860 	12730148 	14848581 	13205700 
A,N_GE4,TOTAL,DOM,ACT_INAC,NR,UK	190133686 	178435630 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE4,TOTAL,DOM,EDUC,NR,AL	: 	: 	: 	: 	: 	1549944 	: 	1110698 	1325204 	: 	: 	: 	: 
A,N_GE4,TOTAL,DOM,EDUC,NR,AT	2197386 	2862145 	2290879 	2192543 	2499351 	2019378 	2950429 	2299372 	2961967 	2391498 	2253370 	2787411 	3083693 
A,N_GE4,TOTAL,DOM,EDUC,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	2091167 	938737 	978251 	1277117 
A,N_GE4,TOTAL,DOM,EDUC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	1048869 	819412 	1453169 	706499 
A,N_GE4,TOTAL,DOM,EDUC,NR,DK	: 	: 	: 	: 	: 	: 	: 	7626882 	6122170 	3324136 	3312155 	1883639 u	4125167 
A,N_GE4,TOTAL,DOM,EDUC,NR,EE	163390 u	181190 u	207344 u	218202 u	: u	: u	: u	: u	: u	368958 u	: u	: u	353713 u
A,N_GE4,TOTAL,DOM,EDUC,NR,ES	64415482 	65962364 	61204585 	32425777 b	37624891 	35821813 	33353718 	32812512 	26524420 	37653437 	31807264 	25172622 	32209631 
A,N_GE4,TOTAL,DOM,EDUC,NR,FI	6998347 	5222996 	5104261 	4627553 	4828003 	5673748 	5831290 	4387983 	9141681 	9222436 	6588020 	4866032 	5592196 
A,N_GE4,TOTAL,DOM,EDUC,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	37913303 	30852672 	34070562 	67145475 	59842947 
A,N_GE4,TOTAL,DOM,EDUC,NR,HR	: 	: 	4352751 	2107786 	: 	1934432 	: 	1475684 	1458652 	: 	: 	: 	: 
A,N_GE4,TOTAL,DOM,EDUC,NR,HU	: 	: 	: 	1428813 	2126839 	1828934 	1790610 	1784641 	1648845 	: 	: 	: 	: 
A,N_GE4,TOTAL,DOM,EDUC,NR,LU	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,N_GE4,TOTAL,DOM,EDUC,NR,LV	261693 u	424860 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N_GE4,TOTAL,DOM,EDUC,NR,MK	: 	: 	: 	: 	: 	: 	: 	65050 u	62735 u	43059 u	: 	: 	: 
A,N_GE4,TOTAL,DOM,EDUC,NR,MT	: 	: 	: 	27326 u	66437 u	: 	: 	15648 u	27120 u	43914 	17246 u	20736 u	53898 
A,N_GE4,TOTAL,DOM,EDUC,NR,NL	7154958 	7021401 	4879132 	4421874 	5667040 	5741570 	4418537 	5124475 	4422406 	7281105 	5389061 	5000396 	5140419 
A,N_GE4,TOTAL,DOM,EDUC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1473014 
A,N_GE4,TOTAL,DOM,EDUC,NR,PT	3459361 	4284483 	: 	3066075 	3446372 	258027 	3691354 	4099597 	5399989 	4310846 	4336475 	101485 u	4469726 
A,N_GE4,TOTAL,DOM,EDUC,NR,RO	7031294 	6025570 	4890331 	3900277 	3951797 	4134537 	4549736 	4398395 	2633181 	3704942 	3831414 	9290487 	8855975 
A,N_GE4,TOTAL,DOM,EDUC,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,N_GE4,TOTAL,DOM,EDUC,NR,SI	187923 u	341976 u	139850 u	219624 u	222797 u	: 	: 	: 	: 	469200 	297018 	457717 	336198 
A,N_GE4,TOTAL,DOM,EMP,NR,AL	: 	: 	: 	: 	: 	4571024 	: 	5336980 	4121816 	: 	: 	: 	: 
A,N_GE4,TOTAL,DOM,EMP,NR,AT	12758545 	12008827 	11206752 	12071187 	13090811 	12970864 	12966703 	13416734 	13829476 	12681247 	14246326 	14092123 	13804529 
A,N_GE4,TOTAL,DOM,EMP,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	7334918 	3703518 	4210205 	4856079 
A,N_GE4,TOTAL,DOM,EMP,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	5341747 	6176853 	6552985 	6897625 
A,N_GE4,TOTAL,DOM,EMP,NR,DK	: 	: 	: 	: 	: 	: 	: 	16349619 	17081182 	14150519 	10329436 	8649681 	11898926 
A,N_GE4,TOTAL,DOM,EMP,NR,EE	1085530 	732879 	824940 	1196363 	1198999 	1169257 	1094098 	1027700 	1002286 	1302295 	1095747 	1796985 	982527 
A,N_GE4,TOTAL,DOM,EMP,NR,ES	165620804 	155835537 	143293556 	133251409 b	144328722 	145067937 	139791547 	143755052 	121025049 	141685277 	154653800 	174613757 	162439999 
A,N_GE4,TOTAL,DOM,EMP,NR,FI	16741121 	18691472 	17773902 	16857256 	17769651 	16381072 	18215056 	18513020 	30000226 	32248642 	27832977 	23577853 	22881918 
A,N_GE4,TOTAL,DOM,EMP,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	357787879 	347446070 	344634167 	341828364 	346275449 
A,N_GE4,TOTAL,DOM,EMP,NR,HR	: 	: 	7335254 	8280415 	: 	8400397 	: 	8202838 	6385122 	: 	: 	: 	: 
A,N_GE4,TOTAL,DOM,EMP,NR,HU	: 	: 	: 	9154154 	9080094 	8636051 	9642881 	9515814 	7667059 	: 	: 	: 	: 
