freq,duration,purpose,c_dest,wstatus,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,N_GE1,PROF,NEU27_2020_FOR,EMP,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,N_GE1,PROF,NEU27_2020_FOR,EMP,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	265730 u	285490 	364856 	437168 
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	2802257 	: 	: u	: u	: u
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	431149 u	455169 	277593 u
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	6394036 u	15004409 u	19769546 	18684744 	29463609 
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: u
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	164356 u	158306 u	176160 u
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: u
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	310228 u	264072 	194953 u	325580 
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	302278 	553844 	735880 	830694 	787090 
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	758139 	411545 u	1314770 	1521293 	2425840 
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	1998715 u	2342581 u	1488952 u
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	225208 	315726 	742394 	1041655 	1023745 
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	141341 	189117 	351456 	674958 	688434 
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1018294 u	2730314 	911768 u	: u
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	1455342 	1250821 	2277728 	1901615 	2597369 
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	1190995 	: u
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	757121 u	3235551 u	2395250 u	: 	: u
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u	: u
A,N_GE1,PROF,NEU27_2020_FOR,INAC_OTH,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N_GE1,PROF,NEU27_2020_FOR,UNE,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u	: u
A,N_GE1,PROF,NEU27_2020_FOR,UNE,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,N_GE1,PROF,NEU27_2020_FOR,UNE,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,N_GE1,PROF,NEU27_2020_FOR,UNE,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: u
A,N_GE1,PROF,NEU27_2020_FOR,UNE,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,N_GE1,PROF,NEU27_2020_FOR,UNE,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u
A,N_GE1,PROF,NEU27_2020_FOR,UNE,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,N_GE1,PROF,NEU27_2020_FOR,UNE,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,N_GE1,PROF,NEU27_2020_FOR,UNE,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u
A,N_GE1,PROF,NEU27_2020_FOR,UNE,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,AL	: 	: 	: 	: 	: 	4583314 	: 	2727822 	425800 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,AT	12363945 	12562465 	13669632 	13429771 	11876869 	11323721 	9757661 	11779663 	7149314 	7820353 	13328666 	13895960 	14741137 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,BE	16417594 	5428686 	4558717 	5224671 	6619282 	5196200 b	6954332 	6553923 	4727843 	4507784 	6551956 	5601058 	6657284 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,BG	797409 	1128975 	574843 	677164 	804568 	680592 	837679 	688888 	294996 	293312 u	547917 	651762 	563463 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,CH	6272471 	4589346 	5718462 	5195663 	4631027 	4748026 	4914177 	7192747 	3658207 	4612981 	2221402 	: 	: 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,CY	2543472 	1207047 	1732916 	1426221 	1237935 	1517937 	1105383 	1334491 	382755 	537435 	816891 	1203914 	1052678 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,CZ	4152165 	4349460 	3441769 	3330221 	3351779 	3736370 	3719355 	4065248 	1292739 	1832800 	2430469 	2344955 	2743115 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,DE	142905365 	134968368 	142172582 	124859051 	145352285 	141142904 	136987367 	139323601 	58918675 	101850320 	108032049 	110656293 	117420115 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,DK	9600237 	9796102 b	6554012 	10511935 	6779392 	10411711 	10645935 	13012494 	1037706 	5406681 	7456531 	9438608 	6836079 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,EE	1187895 	2113315 	2552139 	3336946 	3000211 	2649953 	2634396 	2610768 	2074120 	1768677 	1519187 	2911862 	2384204 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,EL	3197373 	3218043 	3729817 	2463743 	3292216 	2145392 	1435682 	2137387 	863049 	1001747 	1373798 	964826 	977465 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,ES	53215596 	43244326 	39874000 	22099682 b	28995345 	26132287 	26434825 	25437242 	11587409 	16352848 	22974043 	26231123 	27567897 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,FI	18181626 	13614228 	15293714 	13360818 	16557688 	15323824 	14613070 	18616034 	10031292 	7001303 	12299138 	12568255 	10743354 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,FR	77018380 	74381061 	71201764 	53424732 	54126888 	78461800 	74835987 	71103880 	48770041 	52542599 	64487207 	59727219 	88205993 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,HR	5318467 	7780895 	10517963 	4631386 	3703319 	4804039 	4468153 	3646832 	881775 	1907831 	1991626 	2949894 	1980348 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,HU	3525933 	2136711 	2180064 	2334534 	2350230 	2145790 	1680010 	2298091 	1260345 	1723627 	2571190 	2992592 	3437874 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,IE	2778472 	2942387 	3699610 	3521598 	4746046 	3446212 	3861003 	4161900 	1542609 	980998 	3034539 	3429823 	4784368 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,IT	28802725 	15210936 	25931917 b	23250221 	23545067 	19801672 	35549156 	27268877 	8870815 	14194577 	14374187 	16602268 	13724849 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,LT	2553101 	2357815 	2448904 	2647851 	2751863 	2850036 	3039223 	3158496 	1455283 	1941231 	3503529 	4049269 	4618319 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,LU	987061 	933891 	1002946 	765628 	603678 	1643562 	1557616 	1732792 	999318 	1348684 	1346304 	2055657 	1929122 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,LV	1760451 	1895063 	887692 	843640 	956268 	979208 	1163150 	1815266 	551816 u	914037 	809472 	1583823 	1652545 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,ME	: 	: 	: 	: 	1216896 	1015153 	: 	: 	: 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,MK	: 	: 	: 	: 	: 	: 	: 	54760 u	: u	: u	: 	: 	: 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,MT	376017 	436119 	489931 b	471709 	302611 	493195 	572153 	530891 	326632 	385962 	409598 	564773 	618650 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,NL	6559767 	7222577 	7006643 	7034794 	7747220 	11687356 	9765498 	11938383 	5981849 	4575630 	9589182 	12790674 	12336145 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,NO	: 	13445668 	18331631 	13606157 	13425432 	14176450 	15365214 	: 	: 	11368481 	17938462 	15557356 	16425870 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,PL	35532974 	37141667 	11822555 b	13206550 	13220414 	15542021 	16277964 	16947657 	10947153 	14150699 	18790919 	16864476 	16936294 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,PT	5213487 	6693043 	5451483 	6972596 	5785048 	5417791 	7148861 	7344064 	3812446 	4046478 	6682027 	6434390 	5086739 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,RO	4839685 	5007443 	4851846 	5438006 	4234758 	4841217 	4631554 	5108381 	1597071 	2945745 	3014409 	2925273 	2979080 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,RS	: 	: 	: 	: 	: 	: 	1411097 	: 	: 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,SE	: 	: 	15988128 	11633548 	16677425 	35161755 	28615381 	26459175 	17087409 	18385105 	33717436 	: 	27451915 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,SI	1575839 	1612418 	1573540 	1802635 	1633780 	1498537 	2057697 	1722724 	383436 	1747039 	2041507 	2567932 	2034700 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,SK	3033875 	4574450 b	3628368 u	3904311 	4405209 u	3523217 	4574650 	4987540 	936928 u	986477 	1947713 	2382094 	3051828 
A,N_GE1,PROF,WORLD,ACT_INAC,NR,UK	83360458 	79569396 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,EDUC,NR,AL	: 	: 	: 	: 	: 	30453 u	: 	: u	: 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,EDUC,NR,AT	1650251 	949171 	1637923 	2150688 	1453377 	1756804 	929165 	1432507 	924759 	731841 	2556517 	1894821 	2338615 
A,N_GE1,PROF,WORLD,EDUC,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	993043 u	817010 u	227802 u
A,N_GE1,PROF,WORLD,EDUC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,N_GE1,PROF,WORLD,EDUC,NR,DK	: 	: 	: 	: 	: 	: 	: 	2055269 	: u	1163531 	2453754 u	2100972 	1621609 
A,N_GE1,PROF,WORLD,EDUC,NR,EE	: u	: u	99875 u	465715 u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N_GE1,PROF,WORLD,EDUC,NR,ES	649730 u	318650 	322324 u	335721 bu	1189037 u	923216 u	750448 u	375171 u	: u	751254 u	: u	: u	909686 u
A,N_GE1,PROF,WORLD,EDUC,NR,FI	2034859 	1386532 	583305 u	676781 u	864943 u	2084737 u	1025792 	1445986 u	2258067 u	: u	952484 u	1144775 u	649052 u
A,N_GE1,PROF,WORLD,EDUC,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	7446231 	5065731 	5421355 	6083605 	14719829 
A,N_GE1,PROF,WORLD,EDUC,NR,HR	: 	: 	886769 u	: u	: 	: u	: 	: u	: u	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,EDUC,NR,HU	: 	: 	: 	: u	: u	: u	: u	45059 u	22284 u	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,EDUC,NR,LU	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,EDUC,NR,LV	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,EDUC,NR,MT	: 	: 	: 	: u	: 	: 	: 	: u	: u	: u	: u	80356 u	: u
A,N_GE1,PROF,WORLD,EDUC,NR,NL	877387 u	1164634 u	: u	770637 u	751880 u	840294 	825151 	1143760 	886094 u	: u	: u	: u	: u
A,N_GE1,PROF,WORLD,EDUC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,N_GE1,PROF,WORLD,EDUC,NR,PT	644880 	691395 	: 	849315 	789900 	159918 	941248 	663301 	514725 	314286 	1104859 	: u	763739 
A,N_GE1,PROF,WORLD,EDUC,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u
A,N_GE1,PROF,WORLD,EDUC,NR,SI	210207 	249628 	75455 u	167923 	138303 u	: 	: 	: 	: 	467272 	528916 	528520 	276683 
A,N_GE1,PROF,WORLD,EMP,NR,AL	: 	: 	: 	: 	: 	3883072 	: 	2266095 	329735 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,EMP,NR,AT	9899376 	10246648 	10980793 	10445554 	9833468 	8771578 	8286746 	9762133 	5558511 	6682781 	10148859 	11579981 	11249205 
A,N_GE1,PROF,WORLD,EMP,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	3471174 	4697506 	4344879 	5470572 
A,N_GE1,PROF,WORLD,EMP,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	270283 u	547917 	651762 	563463 
A,N_GE1,PROF,WORLD,EMP,NR,DK	: 	: 	: 	: 	: 	: 	: 	9482527 	923854 	3787173 	4176078 	6374390 	4769124 
A,N_GE1,PROF,WORLD,EMP,NR,EE	1076510 	1820099 	2192100 	2753750 	2698547 	2437036 	2459931 	2219848 	1827252 	1513585 	1252649 	2778350 	2150159 
A,N_GE1,PROF,WORLD,EMP,NR,ES	50643489 	41128941 	38148516 	19769534 b	25515424 	23187567 	23692746 	23793202 	9845680 	13609649 	19612563 	24013856 	25334682 
A,N_GE1,PROF,WORLD,EMP,NR,FI	14959133 	11534864 	11926607 	11451043 	14496092 	12416211 	12935844 	15756931 	7219802 	5842570 	10899100 	10622967 	9435694 
A,N_GE1,PROF,WORLD,EMP,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	36653896 	43751709 	54819143 	48675146 	69824352 
A,N_GE1,PROF,WORLD,EMP,NR,HR	: 	: 	5709470 	2997988 	: 	4276816 	: 	3519975 	788176 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,EMP,NR,HU	: 	: 	: 	553972 	467913 	431530 	373195 	365272 	155244 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,EMP,NR,LU	924771 	: 	: 	: 	: 	: 	: 	1732792 	: 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,EMP,NR,LV	1705295 	1895063 	797058 	843640 	956268 	979208 	1163150 	1815266 	551816 u	914037 	809472 	1583823 	1652545 
A,N_GE1,PROF,WORLD,EMP,NR,MK	: 	: 	: 	: 	: 	: 	: 	54760 u	: u	: u	: 	: 	: 
A,N_GE1,PROF,WORLD,EMP,NR,MT	: 	: 	: 	455456 	301161 	: 	: 	482631 	292986 	334235 	380275 	471255 	569025 
A,N_GE1,PROF,WORLD,EMP,NR,NL	5391193 	5754613 	6353886 	5951125 	6718526 	10016483 	8343001 	10064328 	4375177 	3861100 	9069879 	11819610 	10396433 
A,N_GE1,PROF,WORLD,EMP,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14880333 
A,N_GE1,PROF,WORLD,EMP,NR,PT	3232205 	3981878 	: 	4741445 	3918595 	1609868 	5081136 	5188567 	2443253 	3041485 	4534986 	: u	3763870 
A,N_GE1,PROF,WORLD,EMP,NR,RO	855650 	1157062 	1052458 	1163732 	899870 	1117981 	1131091 	1517903 	563675 	954010 	646534 	760931 	680003 
A,N_GE1,PROF,WORLD,EMP,NR,RS	: 	: 	: 	: 	: 	: 	1072475 	: 	: 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,EMP,NR,SI	1291603 	1295169 	1464406 	1403176 	1351618 	: 	: 	: 	: 	1196655 	1405142 	1879504 	1679867 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,AL	: 	: 	: 	: 	: 	74831 	: 	99830 u	: u	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,AT	802382 	816994 	762357 	702717 	518225 	717720 	484525 	545211 	415438 u	249439 u	612146 	350814 	868728 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,BE	16417594 	5428686 	4558717 	5224671 	6619282 	5196200 b	6954332 	6553923 	4727843 	: u	461555 u	255163 u	485336 u
A,N_GE1,PROF,WORLD,INAC_OTH,NR,BG	797409 	1128975 	574843 	677164 	804568 	680592 	837679 	688888 	294996 	: u	: 	: 	: 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,CH	6272471 	4589346 	5718462 	5195663 	4631027 	4748026 	4914177 	7192747 	3658207 	4612981 	2221402 	: 	: 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,CY	2543472 	1207047 	1732916 	1426221 	1237935 	1517937 	1105383 	1334491 	382755 	537435 	816891 	1203914 	1052678 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,CZ	4152165 	4349460 	3441769 	3330221 	3351779 	3736370 	3719355 	4065248 	1292739 	1832800 	2430469 	2344955 	2743115 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,DE	142905365 	134968368 	142172582 	124859051 	145352285 	141142904 	136987367 	139323601 	58918675 	101850320 	108032049 	110656293 	117420115 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,DK	9600237 	9796102 b	6554012 	10511935 	6779392 	10411711 	10645935 	1403023 u	: u	285722 u	683589 u	929732 u	430020 u
A,N_GE1,PROF,WORLD,INAC_OTH,NR,EE	: u	: u	134130 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N_GE1,PROF,WORLD,INAC_OTH,NR,EL	3197373 	3218043 	3729817 	2463743 	3292216 	2145392 	1435682 	2137387 	863049 	1001747 	1373798 	964826 	977465 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,ES	606745 	757490 	304202 	122781 bu	164007 u	225054 u	1117127 	376372 	: u	314316 	443472 	657974 	508684 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,FI	631254 	619509 u	541351 u	1171233 	1072063 u	401960 	516560 	799630 u	225548 u	387114 u	331140 u	585017 	557257 u
A,N_GE1,PROF,WORLD,INAC_OTH,NR,FR	77018380 	74381061 	71201764 	53424732 	54126888 	78461800 	74835987 	71103880 	3954081 	2525755 	3622735 	4233793 	2766754 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,HR	5318467 	7780895 	526831 u	380392 u	3703319 	: u	4468153 	: u	: u	1907831 	1991626 	2949894 	1980348 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,HU	3525933 	2136711 	2180064 	1761003 	1852644 	1698540 	1302667 	1887760 	1082817 	1723627 	2571190 	2992592 	3437874 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,IE	2778472 	2942387 	3699610 	3521598 	4746046 	3446212 	3861003 	4161900 	1542609 	980998 	3034539 	3429823 	4784368 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,IT	28802725 	15210936 	25931917 b	23250221 	23545067 	19801672 	35549156 	27268877 	8870815 	14194577 	14374187 	16602268 	13724849 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,LT	2553101 	2357815 	2448904 	2647851 	2751863 	2850036 	3039223 	3158496 	1455283 	1941231 	3503529 	4049269 	4618319 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,LU	: u	933891 	1002946 	765628 	603678 	1643562 	1557616 	: 	999318 	1348684 	1346304 	2055657 	1929122 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,LV	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,ME	: 	: 	: 	: 	1216896 	1015153 	: 	: 	: 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,MT	376017 	436119 	489931 b	: u	: u	493195 	572153 	: u	: u	: u	: u	: u	: u
A,N_GE1,PROF,WORLD,INAC_OTH,NR,NL	183710 u	181052 u	236923 u	176237 u	117003 u	677616 	334100 	648797 	705593 	344434 	348676 	453178 	665240 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,NO	: 	13445668 	18331631 	13606157 	13425432 	14176450 	15365214 	: 	: 	11368481 	17938462 	15557356 	1395613 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,PL	35532974 	37141667 	11822555 b	13206550 	13220414 	15542021 	16277964 	16947657 	10947153 	14150699 	18790919 	16864476 	16936294 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,PT	709097 	1483394 	5451483 	781597 	709690 	3586716 	911842 	1179556 	476534 	461944 	789963 	6371125 	433560 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,RO	3970530 	3794029 	3761963 	4187259 	3312182 	3711681 	3490503 	3564773 	1021847 	1968366 	2361970 	2164342 	2292377 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,SE	: 	: 	15988128 	11633548 	16677425 	35161755 	28615381 	26459175 	17087409 	18385105 	33717436 	: 	27451915 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,SI	: u	: u	: u	201883 u	: u	1498537 	2057697 	1722724 	383436 	71110 u	: u	107665 u	70514 u
A,N_GE1,PROF,WORLD,INAC_OTH,NR,SK	3033875 	4574450 b	3628368 u	3904311 	4405209 u	3523217 	4574650 	4987540 	936928 u	986477 	1947713 	2382094 	3051828 
A,N_GE1,PROF,WORLD,INAC_OTH,NR,UK	83360458 	79569396 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,UNE,NR,AL	: 	: 	: 	: 	: 	594959 	: 	331240 	: u	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,UNE,NR,AT	: u	: u	: u	130812 u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N_GE1,PROF,WORLD,UNE,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,N_GE1,PROF,WORLD,UNE,NR,DK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u	: u
A,N_GE1,PROF,WORLD,UNE,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N_GE1,PROF,WORLD,UNE,NR,ES	1315633 	1039244 	1098957 	1871646 b	2126877 	1796449 	874504 	892498 	1476319 u	1677628 u	812091 u	862580 	814846 u
A,N_GE1,PROF,WORLD,UNE,NR,FI	: u	: u	2242451 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,N_GE1,PROF,WORLD,UNE,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	623975 u	: u	895058 u
A,N_GE1,PROF,WORLD,UNE,NR,HR	: 	: 	3394894 	630327 u	: 	: u	: 	: u	: u	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,UNE,NR,HU	: 	: 	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,UNE,NR,LU	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,UNE,NR,LV	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,UNE,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,UNE,NR,MT	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,N_GE1,PROF,WORLD,UNE,NR,NL	: u	: u	180336 u	136795 u	: u	: u	263246 u	: u	: u	: u	: u	: u	: u
A,N_GE1,PROF,WORLD,UNE,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,N_GE1,PROF,WORLD,UNE,NR,PT	627305 	536376 	: 	600239 	366864 	61290 u	214635 	312640 	377933 u	228763 u	252218 	: 	125570 u
A,N_GE1,PROF,WORLD,UNE,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: 	: u
A,N_GE1,PROF,WORLD,UNE,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,N_GE1,PROF,WORLD,UNE,NR,SI	: u	: u	: u	: u	: u	: 	: 	: 	: 	: u	: u	52242 u	: u
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,AL	: 	: 	: 	: 	: 	13131336 	: 	16167840 	11598396 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,AT	37684466 	39239689 	37508957 	36979775 	40030682 	38290032 	40896412 	40754733 	36604205 	35295550 	44232681 	46601582 	47413429 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,BE	11589887 	11037775 	8928601 	10722496 	11803422 	10232724 b	14746286 	13515783 	12871699 	19393507 	15027987 	15065618 	16700707 
