freq,c_dest,purpose,duration,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,AME,PER,N_GE1,NR,DK	4554714 	3646262 b	4542188 	3665944 	4871322 	3217732 	2622693 	5670670 	: u	: u	3163250 u	3109286 u	3866844 
A,AME,PER,N_GE1,NR,EA20	149846171 	141260904 	133751431 	141357429 	155061777 	157656627 	163031259 	162285657 	45938823 	42803753 	129426954 	140454924 	165929223 
A,AME,PER,N_GE1,NR,EE	: u	: u	: u	1303891 u	475890 u	: u	374320 u	291123 u	: u	: u	: u	: u	707139 u
A,AME,PER,N_GE1,NR,EL	: u	458795 u	257838 u	: u	534923 u	665757 u	694659 	293445 u	: u	: u	610062 u	896201 	487154 u
A,AME,PER,N_GE1,NR,ES	17470529 	17684721 	16476800 	19849578 b	22909497 	16299093 	19786616 	19037746 	7193784 	10678953 	25308325 	21219430 	24845955 
A,AME,PER,N_GE1,NR,EU27_2020	167960519 e	160822515 e	153596451 	160794646 	176990849 	187734346 	192262892 	190053484 	53565880 	48249050 	147714392 	160883542 e	189716698 
A,AME,PER,N_GE1,NR,FI	3219683 b	2122438 u	2852968 	3039592 u	3182187 	3285262 u	2344758 u	2257676 u	: u	: u	3003791 u	4352769 u	2535333 u
A,AME,PER,N_GE1,NR,FR	25821563 	27868963 	28673581 	22876799 	24561678 	25496476 	25223954 	29583819 	6368756 	4091921 	19695709 	24987436 	26355734 
A,AME,PER,N_GE1,NR,HR	: u	: u	: u	2313401 u	: u	: u	451304 u	: u	: u	: u	: u	1046622 u	861957 u
A,AME,PER,N_GE1,NR,HU	1883325 	2627297 	2297056 	2280463 	2648664 	1899948 	1908272 	3972811 	826090 	332157 	936760 	1625030 	1845387 
A,AME,PER,N_GE1,NR,IE	5661955 	5104347 	5640721 	5539008 	5572930 	6211292 	6223850 	7182075 	1644763 	: u	3982209 	5583520 	4508885 
A,AME,PER,N_GE1,NR,IT	13115335 	11263997 	: u	6846565 u	12307325 	4781748 u	13749254 u	6645319 u	: u	: u	3979812 u	5833218 u	6699263 u
A,AME,PER,N_GE1,NR,LT	544488 	521335 	375952 	419037 	412922 	351587 	306212 	340864 	63581 u	42341 u	162442 u	167602 u	138107 
A,AME,PER,N_GE1,NR,LU	613167 	640218 	540321 	570123 	672268 	839044 	736975 	879613 	209741 u	245695 u	924133 	959636 	1067187 
A,AME,PER,N_GE1,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,AME,PER,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 
A,AME,PER,N_GE1,NR,MT	103157 	66877 	118188 bu	: u	116736 u	: u	223564 u	232222 u	: u	: u	109545 u	94813 u	220934 
A,AME,PER,N_GE1,NR,NL	14618402 b	11840757 	13276366 	13460705 	14633311 	17150767 	15121584 	15798028 	3923700 	5966388 	18138021 	14101184 	14776889 
A,AME,PER,N_GE1,NR,NO	: 	3202448 	5260350 	4049348 	4521668 	4566983 	3477036 	: 	: 	: u	2904285 	2951658 u	3371388 
A,AME,PER,N_GE1,NR,PL	3792899 u	5146399 	4662234 b	5144208 	6031678 	7125239 	7470118 	8548996 	1733263 	2240140 	5794843 	6881254 	6931638 
A,AME,PER,N_GE1,NR,PT	1164190 	1138433 	1201889 	1212593 	642579 	2083982 	1597144 	1830989 	399603 u	1103043 	2413847 	2931863 	2568035 
A,AME,PER,N_GE1,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,AME,PER,N_GE1,NR,SE	: 	: 	7074736 	6934734 	7041882 	16713587 	15381000 	8117762 	3720280 u	: u	: u	: 	: u
A,AME,PER,N_GE1,NR,SI	: u	: u	: u	: u	429692 u	: u	: u	: u	: u	: u	: u	: u	342037 u
A,AME,PER,N_GE1,NR,SK	: u	: u	: u	: u	: u	: u	1347209 u	1200123 u	: u	: u	: u	1140105 u	: u
A,AME,PER,N_GE1,NR,UK	61327638 	64362046 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AME,PER,N_GE4,NR,AL	: 	: 	: 	: 	: 	743214 	: 	790331 u	: u	: 	: 	: 	: 
A,AME,PER,N_GE4,NR,AT	3869039 	3688735 	3558660 	3953543 	4314405 	4744247 	4202146 	3671031 	694950 u	: u	3125394 	4528824 	4807941 
A,AME,PER,N_GE4,NR,BE	3585128 	4324082 	4738898 	4771180 	4468614 	4268792 b	5172815 	5411793 	1038306 u	1626926 u	3785892 	6385735 	5509928 
A,AME,PER,N_GE4,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER,N_GE4,NR,CH	9283535 	9649912 	9393912 	8567689 	13799794 	9103988 	8731596 	9482991 	2018284 u	3441868 u	8913996 u	: 	: 
A,AME,PER,N_GE4,NR,CY	299386 bu	454737 u	: u	466642 u	887448 u	: u	: u	: u	: 	: 	: u	449620 u	: u
A,AME,PER,N_GE4,NR,CZ	: u	: u	: u	: u	: u	: u	1739252 u	: u	: u	: u	1370147 u	1380628 u	1440125 u
A,AME,PER,N_GE4,NR,DE	56436522 	52052833 	48719490 	52516844 	58099606 	68531240 	63816551 	66259512 	17007119 u	16145261 u	42442707 	44671053 	68148005 
A,AME,PER,N_GE4,NR,DK	4554714 	3559336 b	4526310 	3662966 	4848717 	3213229 	2622693 	5647502 	: u	: u	3148576 u	3102008 u	3852962 
A,AME,PER,N_GE4,NR,EA20	149005539 	140942572 	133436683 	140829851 	154584222 	157135946 	162182975 	161886753 	45873741 	42639249 	129226233 	139691161 	165667442 
A,AME,PER,N_GE4,NR,EE	: u	: u	: u	1303891 u	: u	: u	374320 u	291123 u	: u	: u	: u	: u	707139 u
A,AME,PER,N_GE4,NR,EL	: u	456367 u	257838 u	: u	534923 u	665757 u	694659 	293445 u	: u	: u	610062 u	896201 	487154 u
A,AME,PER,N_GE4,NR,ES	17438277 	17670226 	16448342 	19829893 b	22859702 	16288101 	19768341 	19026914 	7193784 	10676634 	25308325 	21190770 	24819510 
A,AME,PER,N_GE4,NR,EU27_2020	167057182 e	160356898 e	153196981 	160189810 	176434971 	187162466 	191408644 	189603700 	53470663 	48066024 	147489784 	160104226 e	189438284 
A,AME,PER,N_GE4,NR,FI	3219683 b	2122438 u	2852968 	3039592 u	3182187 	3285262 u	2333500 u	2257676 u	: u	: u	3003791 u	4320811 u	2535333 u
A,AME,PER,N_GE4,NR,FR	25742819 	27848825 	28656280 	22827490 	24540793 	25441167 	25175358 	29499952 	6342607 	4047833 	19664467 	24844299 	26208293 
A,AME,PER,N_GE4,NR,HR	: u	: u	: u	2311015 u	: u	: u	450414 u	: u	: u	: u	: u	1042244 u	861957 u
A,AME,PER,N_GE4,NR,HU	1880509 	2627297 	2295742 	2278777 	2648208 	1894080 	1908272 	3971509 	826090 	330909 	936760 	1625030 	1845387 
A,AME,PER,N_GE4,NR,IE	5633109 	5094683 	5614730 	5513880 	5559741 	6161619 	6176552 	7161710 	1628126 	: u	3939176 	5545043 	4504502 
A,AME,PER,N_GE4,NR,IT	13115335 	11177977 	: u	6846565 u	12307325 	4725739 u	13658342 u	6628986 u	: u	: u	3979812 u	5833218 u	6699263 u
A,AME,PER,N_GE4,NR,LT	540605 	520791 	375210 	418547 	412922 	351587 	306212 	340436 	63294 u	41849 u	162442 u	167602 u	137054 
A,AME,PER,N_GE4,NR,LU	609608 	638596 	538840 	567456 	672118 	835144 	736401 	878440 	208938 u	245695 u	920565 	957079 	1062237 
A,AME,PER,N_GE4,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER,N_GE4,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,AME,PER,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 
A,AME,PER,N_GE4,NR,MT	102885 	66760 	118188 bu	: u	116736 u	: u	223359 u	231500 u	: u	: u	109545 u	94813 u	219312 u
A,AME,PER,N_GE4,NR,NL	14602720 b	11798193 	13264904 	13446937 	14623357 	17083125 	15112395 	15790637 	3913480 	5956018 	18064558 	14045337 	14743086 
A,AME,PER,N_GE4,NR,NO	: 	3155086 	5213476 	4040108 	4488549 	4525454 	3461195 	: 	: 	: u	2866156 	2924602 u	3356898 
A,AME,PER,N_GE4,NR,PL	3792899 u	5146399 	4654102 b	5138766 	6024841 	7111572 	7470118 	8548996 	1728066 	2237015 	5793215 	6880906 	6928887 
A,AME,PER,N_GE4,NR,PT	1156278 	1135283 	1201889 	1212284 	637067 	2072970 	1585796 	1823964 	399603 u	1103043 	2411707 	2924432 	2564640 
A,AME,PER,N_GE4,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER,N_GE4,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,AME,PER,N_GE4,NR,SE	: 	: 	7015338 	6867582 	6993456 	16686426 	15375036 	8091353 	3695343 u	: u	: u	: 	: u
A,AME,PER,N_GE4,NR,SI	: u	: u	: u	: u	425139 u	: u	: u	: u	: u	: u	: u	: u	334265 u
A,AME,PER,N_GE4,NR,SK	: u	: u	: u	: u	: u	: u	1336479 u	1200123 u	: u	: u	: u	1130216 u	: u
A,AME,PER,N_GE4,NR,UK	61203737 	64257251 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AME,PER_VFR,N1-3,NR,AT	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u	: u	: u
A,AME,PER_VFR,N1-3,NR,BE	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,AME,PER_VFR,N1-3,NR,DE	: u	: u	: u	: u	: u	: 	: u	: 	: 	: 	: u	: u	: 
A,AME,PER_VFR,N1-3,NR,DK	: 	: u	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: u
A,AME,PER_VFR,N1-3,NR,EA20	200871 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER_VFR,N1-3,NR,ES	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: u	: u
A,AME,PER_VFR,N1-3,NR,EU27_2020	211986 e	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER_VFR,N1-3,NR,FR	: 	: 	: 	: u	: 	: 	: u	: u	: 	: 	: u	: u	: u
A,AME,PER_VFR,N1-3,NR,HR	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,AME,PER_VFR,N1-3,NR,HU	: u	: 	: 	: u	: u	: 	: 	: u	: 	: 	: 	: 	: 
A,AME,PER_VFR,N1-3,NR,IE	: u	: u	: u	: 	: 	: u	: u	: u	: u	: 	: 	: u	: 
A,AME,PER_VFR,N1-3,NR,IT	: 	: 	: 	: 	: 	: u	: u	: 	: 	: u	: 	: 	: 
A,AME,PER_VFR,N1-3,NR,LT	: u	: u	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: u
A,AME,PER_VFR,N1-3,NR,LU	: u	: u	: u	: u	: 	: 	: u	: 	: u	: 	: u	: u	: u
A,AME,PER_VFR,N1-3,NR,MT	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,AME,PER_VFR,N1-3,NR,NL	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,AME,PER_VFR,N1-3,NR,NO	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: u	: u	: u
A,AME,PER_VFR,N1-3,NR,PL	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,AME,PER_VFR,N1-3,NR,PT	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u
A,AME,PER_VFR,N1-3,NR,SE	: 	: 	: u	: u	: 	: u	: 	: u	: u	: 	: 	: 	: 
A,AME,PER_VFR,N1-3,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,AME,PER_VFR,N1-3,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,AME,PER_VFR,N1-3,NR,UK	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AME,PER_VFR,N_GE1,NR,AL	: 	: 	: 	: 	: 	590447 u	: 	661149 u	: u	: 	: 	: 	: 
A,AME,PER_VFR,N_GE1,NR,AT	: u	1016988 u	: u	: u	932508 u	: u	: u	: u	: u	: u	575542 u	1386149 u	919886 u
A,AME,PER_VFR,N_GE1,NR,BE	: u	1014411 	1157513 u	1363093 u	948464 u	901938 bu	1110605 	1035298 u	: u	: u	951463 u	2408388 	1776779 u
A,AME,PER_VFR,N_GE1,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,AME,PER_VFR,N_GE1,NR,CH	: u	: u	2750863 u	1951725 u	2229591 u	2248739 u	2595437 u	: u	: u	: u	: u	: 	: 
A,AME,PER_VFR,N_GE1,NR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u
A,AME,PER_VFR,N_GE1,NR,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER_VFR,N_GE1,NR,DE	: u	11587684 u	9225062 u	16675890 u	22585508 u	19139840 u	17930432 u	9726406 u	: u	: u	15348321 u	12476013 u	31703786 u
A,AME,PER_VFR,N_GE1,NR,DK	1466295 u	1222561 bu	1451868 u	: u	1869856 u	: u	: u	1316980 u	: u	: u	: u	: u	1290887 u
A,AME,PER_VFR,N_GE1,NR,EA20	41037187 	41828121 	34446387 	46951164 	52838325 	43374889 	46691033 	34438519 	16379100 	19602061 	44446579 	50212175 	70651987 
A,AME,PER_VFR,N_GE1,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,AME,PER_VFR,N_GE1,NR,EL	: u	: u	: u	: u	: u	369158 u	: u	: u	: u	: u	344262 u	238386 u	: u
A,AME,PER_VFR,N_GE1,NR,ES	10692439 	11499098 	10927614 	12039141 b	13514276 	8064137 	10643093 	11261064 	5519853 	6883638 	13882375 	13422222 	16068895 
A,AME,PER_VFR,N_GE1,NR,EU27_2020	47243362 e	49704662 e	42004491 	53934310 	61080896 	54559981 	59182133 	46652223 	20639860 	22960555 	54124509 	60526773 e	83485924 
A,AME,PER_VFR,N_GE1,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER_VFR,N_GE1,NR,FR	5720668 	4689234 	4778247 	5264397 	4590353 	5293081 	4727189 	4322377 	: u	: u	3923072 	5385071 	6690633 
A,AME,PER_VFR,N_GE1,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER_VFR,N_GE1,NR,HU	1067455 	1605798 	1312255 	1454058 	1654080 	712521 	960438 	1621733 	544461 	172103 	637624 u	894637 	879424 
A,AME,PER_VFR,N_GE1,NR,IE	1227727 	1392984 	1377225 	1593958 	1653997 	2078920 	1801004 	1842152 	716764 	: u	1083639 u	2844533 	2724417 
A,AME,PER_VFR,N_GE1,NR,IT	4506794 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER_VFR,N_GE1,NR,LT	215482 	301269 	148714 	277356 	210039 	108859 u	: u	128817 u	: u	: u	: u	: u	38883 u
A,AME,PER_VFR,N_GE1,NR,LU	237056 u	162492 u	116888 u	131074 u	126373 u	117310 u	208446 u	212732 u	: u	151476 u	326395 u	395735 	421411 
A,AME,PER_VFR,N_GE1,NR,LV	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u	: u	: u
A,AME,PER_VFR,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,AME,PER_VFR,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,AME,PER_VFR,N_GE1,NR,MT	38092 u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u	: u	: u
A,AME,PER_VFR,N_GE1,NR,NL	2822129 bu	2699364 u	2113933 u	2601595 	2296558 u	2715838 	2183386 	1688791 	: u	: u	3517627 	3113074 	3922754 
A,AME,PER_VFR,N_GE1,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u	: u
A,AME,PER_VFR,N_GE1,NR,PL	: u	: u	2714166 b	2728511 	3314140 	4091903 	4852840 	5415756 	993011 	1317188 u	3650038 	4489487 	4081900 
A,AME,PER_VFR,N_GE1,NR,PT	630206 u	724005 u	768942 	573332 	255506 u	999912 	483715 	710766 	: u	740432 u	1030011 	1757486 	1143167 
A,AME,PER_VFR,N_GE1,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER_VFR,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,AME,PER_VFR,N_GE1,NR,SE	: 	: 	1478313 u	1298615 u	: u	5697865 	5443693 u	3371770 u	: u	: u	: u	: 	: u
A,AME,PER_VFR,N_GE1,NR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER_VFR,N_GE1,NR,SK	: u	: u	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,AME,PER_VFR,N_GE1,NR,UK	18033654 	18289472 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AME,PER_VFR,N_GE4,NR,AL	: 	: 	: 	: 	: 	590447 u	: 	661149 u	: u	: 	: 	: 	: 
A,AME,PER_VFR,N_GE4,NR,AT	: u	1016988 u	: u	: u	927949 u	: u	: u	: u	: u	: u	573959 u	1378422 u	917611 u
A,AME,PER_VFR,N_GE4,NR,BE	: u	1014411 	1152527 u	1363093 u	948464 u	901938 bu	1110605 	1035298 u	: u	: u	951463 u	2399035 	1770580 u
A,AME,PER_VFR,N_GE4,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,AME,PER_VFR,N_GE4,NR,CH	: u	: u	2750863 u	1951725 u	2229591 u	2248739 u	2595437 u	: u	: u	: u	: u	: 	: 
A,AME,PER_VFR,N_GE4,NR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u
A,AME,PER_VFR,N_GE4,NR,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER_VFR,N_GE4,NR,DE	: u	11467243 u	9203734 u	16609060 u	22496942 u	19139840 u	17823129 u	9726406 u	: u	: u	15307219 u	12278710 u	31703786 u
A,AME,PER_VFR,N_GE4,NR,DK	1466295 u	: u	1451868 u	: u	1867872 u	: u	: u	1293811 u	: u	: u	: u	: u	1277005 u
A,AME,PER_VFR,N_GE4,NR,EA20	40836316 	41684140 	34402986 	46862303 	52706383 	43332305 	46465768 	34411857 	16372305 	19524086 	44382868 	49904896 	70580296 
A,AME,PER_VFR,N_GE4,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,AME,PER_VFR,N_GE4,NR,EL	: u	: u	: u	: u	: u	369158 u	: u	: u	: u	: u	344262 u	238386 u	: u
A,AME,PER_VFR,N_GE4,NR,ES	10672237 	11495160 	10922460 	12030460 b	13486001 	8060932 	10640141 	11261064 	5519853 	6883638 	13882375 	13404289 	16045655 
A,AME,PER_VFR,N_GE4,NR,EU27_2020	47031376 e	49486290 e	41949716 	53833618 	60941137 	54502493 	58956867 	46584857 	20608129 	22882581 	54060798 	60219494 e	83400351 
A,AME,PER_VFR,N_GE4,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER_VFR,N_GE4,NR,FR	5720668 	4689234 	4778247 	5252924 	4590353 	5293081 	4708302 	4312998 	: u	: u	3911863 	5350583 	6656104 
A,AME,PER_VFR,N_GE4,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER_VFR,N_GE4,NR,HU	1066565 	1605798 	1312255 	1453554 	1653624 	712521 	960438 	1620431 	544461 	172103 	637624 u	894637 	879424 
A,AME,PER_VFR,N_GE4,NR,IE	1216011 	1390325 	1368302 	1593958 	1653997 	2075283 	1796366 	1825297 	711059 	: u	1083639 u	2818276 	2724417 
A,AME,PER_VFR,N_GE4,NR,IT	4506794 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER_VFR,N_GE4,NR,LT	213728 	300724 	148714 	277356 	210039 	108859 u	: u	128389 u	: u	: u	: u	: u	37831 u
A,AME,PER_VFR,N_GE4,NR,LU	235103 u	162100 u	116341 u	129196 u	126373 u	117310 u	207872 u	212732 u	: u	151476 u	325445 u	393177 	420528 
A,AME,PER_VFR,N_GE4,NR,LV	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u	: u	: u
A,AME,PER_VFR,N_GE4,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,AME,PER_VFR,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,AME,PER_VFR,N_GE4,NR,MT	37987 u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u	: u	: u
A,AME,PER_VFR,N_GE4,NR,NL	2822129 bu	2683357 u	2113933 u	2601595 	2296558 u	2715838 	2183386 	1688791 	: u	: u	3508759 	3111302 	3921120 
A,AME,PER_VFR,N_GE4,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u	: u
A,AME,PER_VFR,N_GE4,NR,PL	: u	: u	2712934 b	2728511 	3308763 	4086627 	4852840 	5415756 	993011 	1317188 u	3650038 	4489487 	4081900 
A,AME,PER_VFR,N_GE4,NR,PT	626662 u	724005 u	768942 	573332 	249994 u	999912 	483715 	710766 	: u	740432 u	1030011 	1757486 	1142256 
A,AME,PER_VFR,N_GE4,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER_VFR,N_GE4,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,AME,PER_VFR,N_GE4,NR,SE	: 	: 	1468172 u	1287287 u	: u	5688237 	5443693 u	3355536 u	: u	: u	: u	: 	: u
A,AME,PER_VFR,N_GE4,NR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER_VFR,N_GE4,NR,SK	: u	: u	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,AME,PER_VFR,N_GE4,NR,UK	17994341 	18258317 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AME,PROF,N1-3,NR,AT	: u	: u	: u	: u	: 	: u	: 	: u	: 	: 	: u	: u	: u
A,AME,PROF,N1-3,NR,BE	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,AME,PROF,N1-3,NR,CH	: 	: 	: u	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 
A,AME,PROF,N1-3,NR,CY	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,AME,PROF,N1-3,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 
A,AME,PROF,N1-3,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,AME,PROF,N1-3,NR,DK	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u
A,AME,PROF,N1-3,NR,EA20	851294 	1195902 	447883 	465384 	746285 	1231565 	704242 	805453 	401535 	: u	436028 u	756358 	431088 u
A,AME,PROF,N1-3,NR,EE	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,AME,PROF,N1-3,NR,ES	: u	125715 u	75955 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PROF,N1-3,NR,EU27_2020	985723 e	1308661 e	521751 	489755 	962175 	1374838 	822088 	1207904 	446384 	: u	814251 u	1163763 e	485206 
A,AME,PROF,N1-3,NR,FI	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PROF,N1-3,NR,FR	: u	: u	: u	: u	: u	: u	180210 u	: u	: u	: u	: u	: u	: u
A,AME,PROF,N1-3,NR,HR	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,AME,PROF,N1-3,NR,HU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PROF,N1-3,NR,IE	: u	: u	: u	: u	: u	: u	70845 u	: u	: u	: u	: u	: u	: u
A,AME,PROF,N1-3,NR,IT	: u	: u	: u	: u	: 	: u	: 	: u	: 	: 	: 	: u	: 
A,AME,PROF,N1-3,NR,LT	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 	: 	: 	: 
A,AME,PROF,N1-3,NR,LU	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PROF,N1-3,NR,LV	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,AME,PROF,N1-3,NR,MT	: u	: u	: u	: u	: 	: 	: 	: 	: u	: 	: u	: u	: u
A,AME,PROF,N1-3,NR,NL	: u	: u	: u	: u	: u	: u	: u	138585 u	92617 u	: u	: u	: u	: u
A,AME,PROF,N1-3,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u	: u
A,AME,PROF,N1-3,NR,PL	: u	: 	: 	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,AME,PROF,N1-3,NR,PT	: u	: 	: u	: u	: u	: 	: u	: u	: u	: 	: u	: u	: u
A,AME,PROF,N1-3,NR,SE	: 	: 	: u	: 	: u	: u	: u	: u	: u	: 	: u	: 	: u
A,AME,PROF,N1-3,NR,SI	: 	: 	: u	: 	: 	: 	: 	: u	: 	: 	: u	: u	: 
A,AME,PROF,N1-3,NR,SK	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,AME,PROF,N1-3,NR,UK	227759 	226196 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AME,PROF,N_GE1,NR,AL	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,AME,PROF,N_GE1,NR,AT	: u	542268 u	1000845 u	1008282 u	873470 u	: u	: u	: u	: u	: u	1143624 u	774432 u	775188 u
A,AME,PROF,N_GE1,NR,BE	704485 u	780710 	386337 u	276001 u	876921 u	421675 bu	486581 u	833405 u	: u	: u	400387 u	910082 u	423639 u
A,AME,PROF,N_GE1,NR,BG	: 	: u	: u	: 	: u	: u	: 	: 	: u	: 	: 	: 	: 
A,AME,PROF,N_GE1,NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: 	: 
A,AME,PROF,N_GE1,NR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u
A,AME,PROF,N_GE1,NR,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: 
A,AME,PROF,N_GE1,NR,DE	9360250 u	8468020 	10531691 u	4359979 u	7613212 u	9934570 u	10826197 u	5378257 u	: u	: u	6323295 u	3054420 u	5747811 u
